Corporate-Credit-Rating,Name STRING,Symbol STRING,Rating_Agency_Name STRING,Date STRING,Sector STRING,currentRatio REAL,quickRatio REAL,cashRatio REAL,daysOfSalesOutstanding REAL,netProfitMargin REAL,pretaxProfitMargin REAL,grossProfitMargin REAL,operatingProfitMargin REAL,returnOnAssets REAL,returnOnCapitalEmployed REAL,returnOnEquity REAL,assetTurnover REAL,fixedAssetTurnover REAL,debtEquityRatio REAL,debtRatio REAL,effectiveTaxRate REAL,freeCashFlowOperatingCashFlowRatio REAL,freeCashFlowPerShare REAL,cashPerShare REAL,companyEquityMultiplier REAL,ebitPerRevenue REAL,enterpriseValueMultiple REAL,operatingCashFlowPerShare REAL,operatingCashFlowSalesRatio REAL,payablesTurnover REAL,
BB,Asbury Automotive Group Inc,ABG,Standard  Poor\s Ratings Services,6/7/2016,Consumer Durables,1.332605676,0.334788649,0.002778329,6.692469985,0.025681891,0.041497807,0.161012704,0.045778122,0.073376989,0.210615515,0.53799682,2.857149052,8.525232919,6.331955485,0.863610738,0.380395026,0.538610039,3.182509506,8.235741445,7.331955485,0.041497807,6.25451014,5.908745247,0.023587268,19.62193823,
B,Quanex Building Products Corporation,NX,Moody\s Investors Service,9/14/2015,Capital Goods,1.951885595,0.988181035,0.262045599,36.23266535,0.02492998,0.035866763,0.226839115,0.038224523,0.028133091,0.047858234,0.040711367,1.128484295,4.588887625,0.447099002,0.308962277,0.325616551,0.553087782,1.09154826,0.680287118,1.447099002,0.035866763,11.1342304,1.973553379,0.103925779,10.44616769,
BB,Canadian SolarInc.,CSIQ,Fitch Ratings,9/22/2016,Technology,1.018730385,0.343919995,0.13733672,51.20491448,0.0228788,0.03072296,0.146223833,-0.014909862,0.012073193,0.052004106,0.073783658,0.527702222,6.170885378,5.094735843,0.833649798,-0.205076721,1,-4.834005162,15.28914304,6.111362175,0.03072296,-53.08916761,-4.834005162,-0.097464212,5.5346545,
BB,Sabre Corporation,SABR,Moody\s Investors Service,4/13/2016,Technology,0.777708478,0.720917192,0.320975364,46.32482363,0.184228693,0.119526995,0.343425098,0.155280361,0.101134543,0.080559026,1.12670302,0.548961951,4.718341304,10.14063494,0.910238509,0.33724114,0.458251686,0.887862956,1.264850497,11.14063494,0.119526995,11.64629025,1.937500686,0.178732046,14.04447302,
A,Mastercard Incorporated,MA,Moody\s Investors Service,11/23/2015,Miscellaneous,1.75227309,1.246929335,0.916733131,40.74014689,0.393917451,0.512878866,1,0.525292231,0.234064786,0.4958,0.631718646,0.594197554,14.32148148,1.698905109,0.629479378,0.231948366,0.956220628,3.409171076,5.941798942,2.698905109,0.512878866,15.95747745,3.565255732,0.418226958,0,
B,Hexcel Corporation,HXL,Moody\s Investors Service,6/15/2012,Basic Industries,2.118383838,1.09010101,0.2,52.24396725,0.09731399,0.126041367,0.245690893,0.137891411,0.098466681,0.155502392,0.168910496,1.011845069,1.928264783,0.715407629,0.41704818,0.237037037,0.073313783,0.126518219,0.713562753,1.715407629,0.126041367,10.51243711,1.725708502,0.122450445,7.41213832,
BB,Royal Caribbean Cruises Ltd.,RCL,Standard  Poor\s Ratings Services,5/26/2016,Consumer Services,0.194981535,0.029241803,0.028318169,0,0.08022377,0.087041518,0.385546749,0.105421641,0.031822369,0.043439941,0.082572216,0.396670085,0.441962515,1.594785291,0.614611658,0.078327547,0.171101427,1.510610094,0.569405647,2.594785291,0.087041518,15.6378559,8.828740476,0.234528093,16.88138258,
B,New York Times Company (The),NYT,Moody\s Investors Service,6/15/2012,Consumer Services,1.458362231,1.107233863,0.341220086,45.29978897,-0.017073678,-0.00160024,0.58790282,0.024406893,-0.013757478,-0.001568682,-0.078341496,0.805771212,2.141008487,4.694466388,0.824390921,-9.818719742,0.392819944,0.197296012,1.902282764,5.694466388,-0.00160024,10.2110146,0.502255588,0.031818442,9.215806495,
BBB,Hewlett Packard Enterprise Company,HPE,Moody\s Investors Service,9/30/2015,Technology,1.407295382,0.850480791,0.444314026,59.80712764,0.047229739,0.028211181,0.750935575,0.029228319,0.030281777,0.024865103,0.073386015,0.641159099,5.270786971,1.423438199,0.587363111,-0.67414966,0.086588364,0.172846238,5.616684842,2.423438199,0.028211181,3.984965265,1.996183206,0.070259274,2.226835964,
BBB,ICONPLC,ICLR,Moody\s Investors Service,1/5/2016,Health Care,1.508812522,1.405473942,0.181726128,142.235882,0.152090378,0.177050092,0.422862415,0.178755513,0.139493213,0.246935374,0.313904148,0.917173157,10.48461569,1.25031844,0.555618448,0.140975435,0.821802897,3.81559285,3.159393998,2.25031844,0.179584731,13.92987611,4.642953757,0.177191681,2.790693176,
BB,NXP Semiconductors N.V.,NXPI,Standard  Poor\s Ratings Services,10/28/2016,Technology,2.21866009,1.203041513,0.778462803,39.6973047,0.021057065,-0.068540745,0.42840598,-0.016740366,0.008032774,-0.010238148,0.018289895,0.381476424,4.038265306,1.256698674,0.551931882,1.307219662,0.831524099,5.5346363,5.473943161,2.276909008,-0.024215624,20.81761001,6.656014308,0.242472099,5.579650565,
B,"Green Plains,Inc.",GPRE,Moody\s Investors Service,5/7/2014,Basic Industries,1.547677525,1.044658196,0.664782489,12.81972344,0.01426861,0.02376874,0.056895552,0.035465508,0.028322275,0.064372916,0.07956425,1.984935821,3.772751183,1.809246403,0.644032649,0.399690098,0.815867929,2.90136832,10.62396051,2.809246403,0.02376874,5.669700086,3.556174005,0.035296156,25.60683387,
B,MagnaChip Semiconductor Corporation,MX,Standard  Poor\s Ratings Services,2/17/2015,Technology,1.630714881,1.144919745,0.605140808,38.13895517,-0.167901716,-0.165720448,0.218931623,-0.110461203,-0.222143478,-0.322796534,6.336179872,1.323056633,3.120304246,-29.52291644,1.035059528,-0.01316233,1.490458779,-1.639851968,3.54852972,-28.52291644,-0.165720448,-13.27900774,-1.100233022,-0.053663755,7.706360309,
B,Hecla Mining Company,HL,Moody\s Investors Service,4/2/2013,Basic Industries,2.978281238,2.254403234,2.010633034,19.95240438,0.046564926,0.074213045,0.44689126,0.11791009,0.010849676,0.018571608,0.013141163,0.233001038,0.322219535,0.211203294,0.174374769,0.372550665,-0.638692477,-0.154463425,0.688862024,1.211203294,0.074213045,14.97318773,0.241843189,0.214907378,4.1153561,
BBB,Pedevco Corp.,PED,Egan-Jones Ratings Company,12/23/2015,Energy,0.253865468,0.234042553,0.150389851,43.38058581,-4.002253098,-4.002253098,0.656402554,-1.900675929,-0.350724781,-0.139297125,-1.417569994,0.087631834,0.090629095,3.041830152,0.752587327,0,1.030843943,-1.736208593,0.251566766,4.041830152,-1.391663537,-20.68943761,-1.684259392,-1.430529478,0.474708171,
BB,Signet Jewelers Limited,SIG,Fitch Ratings,8/25/2016,Consumer Services,3.981177899,1.66614624,0.119437939,97.87273671,0.071432933,0.100424415,0.372568777,0.107431834,0.072269245,0.123611764,0.152873526,1.011707649,9.002473887,1.115333094,0.527261213,0.288689571,0.489059328,2.727044025,2.06918239,2.115333094,0.100424415,10.82881598,5.576100629,0.067677323,15.27238945,
BB,Vista OutdoorInc.,VSTO,Standard  Poor\s Ratings Services,2/25/2016,Capital Goods,3.458978539,2.195393489,0.857228689,64.88017984,0.038171962,0.073939217,0.25387225,0.088390498,0.030907177,0.068005114,0.04823492,0.809682705,10.93041704,0.560638151,0.359236477,0.483738624,0.720166129,1.747735707,4.806167055,1.560638151,0.073939217,11.33315147,2.426850745,0.074079372,11.56341496,
B,Kraton Corporation,KRA,Moody\s Investors Service,12/1/2015,Basic Industries,2.932505012,0.496245215,0.425596938,0,-0.010182423,-0.005399052,0.221003532,-0.005399052,-0.009641256,-0.006018683,-0.029366672,0.94685275,1.998609161,2.045938563,0.671693969,-1.24292875,0.425722457,1.445999869,2.671452868,3.045938563,-0.005399052,13.79596216,3.396578792,0.100371535,13.58292465,
B,Verint SystemsInc.,VRNT,Moody\s Investors Service,2/15/2013,Technology,1.045227363,0.796695987,0.393012166,72.17145511,0.04726646,0.058975427,0.657111498,0.110494117,0.024614936,0.041229424,0.261573272,0.520769622,27.66615999,9.626607743,0.905896592,0.11985181,0.877180792,2.431557302,3.921549233,10.62660774,0.058975427,10.86814576,2.772013847,0.136073944,5.43119953,
B,"Gray Television,Inc.",GTN,Standard  Poor\s Ratings Services,6/7/2016,Consumer Services,3.25879331,2.653005309,1.110999486,74.22315169,0.065791588,0.110066694,0.373603011,0.234461527,0.018337866,0.031985837,0.091552249,0.27872661,2.547631944,3.992524588,0.799700536,0.402257069,0.770655406,1.191160544,1.623254793,4.992524588,0.110066694,9.885161763,1.545646129,0.176802443,82.56443071,
BBB,"PayPal Holdings,Inc.",PYPL,Fitch Ratings,9/29/2016,Miscellaneous,1.52464747,0.30744164,0.094205475,7.204390334,0.129219701,0.150433499,1,0.146282974,0.042322448,0.100523883,0.095228385,0.327523185,7.315789474,1.250067972,0.555568982,0.141017781,0.788157061,2.057024793,4.111570248,2.250067972,0.150433499,20.82233766,2.609917355,0.291274673,0,
BBB,"Broadridge Financial Solutions,Inc.",BR,Moody\s Investors Service,6/21/2016,Miscellaneous,1.692670466,1.510316369,0.636863824,60.21917452,0.106562245,0.162905501,0.321431223,0.162905501,0.121236434,0.236069277,0.30944169,1.137705333,27.68961973,1.552381979,0.608209113,0.345864662,0.847009736,3.047539616,2.703085905,2.552381979,0.162905501,12.66028903,3.597998332,0.160121743,15.77394305,
CCC,Entercom Communications Corp.,ETM,Moody\s Investors Service,6/15/2012,Consumer Services,2.592712912,2.320689216,0.115453214,65.85463006,0.179004878,0.136039527,0.311728726,0.207649317,0.074524581,0.058639751,0.272791705,0.416327094,6.554330142,2.660425891,0.726807746,-0.315829908,0.933212511,0.002194509,0.000104813,3.660425891,0.136039527,3044.164783,0.002351564,0.223462154,614.032634,
BBB,ProAssurance Corporation,PRA,Moody\s Investors Service,11/18/2013,Finance,14.17009198,14.17009198,0.437994035,56.9080613,0.40196142,0.536572284,0.696341961,0.536572284,0.057761463,0.08179583,0.124257125,0.143699022,18.04871982,1.151211528,0.535145667,0.250871817,1,0.625022263,65.90612199,2.151211528,0.536572284,6.468845043,0.625022263,0.05215232,6.548789371,
B,Eastman Kodak Company,KODK,Moody\s Investors Service,11/9/2016,Miscellaneous,2.635294118,2.037647059,1.018823529,62.92287751,0.009721322,0.050550875,0.248217758,0.09073234,0.008445946,0.057735011,-0.205479452,0.868806306,5.177852349,-25.32876712,1.041103604,0.41025641,4.153846154,-1.279620853,14.21800948,-24.32876712,0.050550875,2.288081633,-0.308056872,-0.008425146,6.010362694,
BB,SteelcaseInc.,SCS,Moody\s Investors Service,6/15/2012,Consumer Durables,1.375,1.036684783,0.192934783,40.58883874,0.008206812,0.02092737,0.294214198,0.02092737,0.01002004,0.04047619,0.027855153,1.220941884,7.063768116,0.753481894,0.271042084,0.607843137,1,0.540000001,3.690000009,2.77994429,0.02092737,15.69855069,0.540000001,0.029544522,8.682051282,
B,"Entegris,Inc.",ENTG,Moody\s Investors Service,3/3/2016,Consumer Non-Durables,4.04877243,2.810680718,1.992737112,47.74145077,0.074271058,0.085267976,0.434947615,0.109208867,0.048431186,0.062186739,0.10000959,0.652086927,3.364823016,1.064983316,0.515734586,0.110668764,0.404745365,0.348699351,2.508004816,2.064983316,0.085267976,8.759640555,0.861527719,0.11184502,16.54810922,
BBB,"Fiserv,Inc.",FISV,Standard  Poor\s Ratings Services,5/19/2015,Technology,1,8.128532974,0.197846568,57.49506514,0.148835373,0.22463482,0.85846822,0.238847217,0.08075399,0.144949688,0.228831563,0.542572561,15.98107256,1.833687405,0.647102924,0.337434095,0.776587605,4.082864039,45.37811746,2.833687405,0.22463482,7.759130112,5.257441673,0.257994473,0.792265193,
BB,"Diamondback Energy,Inc.",FANG,Standard  Poor\s Ratings Services,12/15/2016,Energy,8.560948114,8.223017837,7.961011168,8380.347585,-53.86227154,-53.75848564,1,-22.39458225,-0.030849322,-0.032043807,-0.044634401,0.000572745,0.000903606,0.446851922,0.308844267,-0.001165643,1,4.423192189,21.99174181,1.446851922,-53.75848564,65.07981537,4.423192189,108.381201,0,
BBB,Noble EnergyInc.,NBL,Fitch Ratings,3/24/2016,Energy,1.260941828,1.141274238,0.569529086,52.42578998,-0.779125439,-0.708266837,1,-0.789020109,-0.100884444,-0.099102318,-0.23539055,0.129484212,0.147089202,1.333269045,0.571416763,-0.100045065,1.029582929,5.281094527,4.004975124,2.333269045,-0.708266837,-90.51640351,5.129353234,0.658155123,0,
BBB,"Bio-Rad Laboratories,Inc.",BIO,Fitch Ratings,6/15/2012,Capital Goods,3.916567744,2.639401893,1.250734565,70.17794784,0.085951535,0.113700845,0.568060056,0.142344766,0.057550642,0.089382065,0.102195779,0.669570845,5.932827088,0.775753941,0.436858915,0.244903759,1.000900637,9.277228782,29.00770575,1.775753941,0.113700845,8.238512549,9.268880882,0.125301358,6.936278306,
BB,"PRA Group,Inc.",PRAA,Moody\s Investors Service,6/15/2012,Finance,0.143667792,0.143667792,0.110984086,6.252802684,0.219619336,0.301094926,1,0.219619336,0.094098437,0.166370286,0.169257819,0.428461531,17.838652,0.798731461,0.444052644,0.270597686,0.944320185,9.549444769,1.560315605,1.798731461,0.301094926,4.996143633,10.11250731,0.377014174,0,
BBB,"Cadence Design Systems,Inc.",CDNS,Fitch Ratings,2/4/2016,Technology,1.329227595,0.734055421,0.669131449,0,0.100509067,0.114490693,1,0.130710239,0.049507782,0.113761619,0.119151993,0.492570312,6.870271868,1.406732585,0.584498915,0.122120198,0.874306174,0.977282433,3.608998091,2.406732585,0.130710239,14.09236422,1.117780546,0.200338788,0,
BB,PTCInc.,PTC,Standard  Poor\s Ratings Services,5/2/2016,Technology,1.141624275,0.762550627,0.442952727,57.36373942,0.037886718,0.021131383,0.733331103,0.033153766,0.021519852,0.016654601,0.055287844,0.568005166,19.26340505,1.569155435,0.61076703,-0.792912347,0.8297527,1.300588107,2.382199956,2.569155435,0.021131383,35.40158192,1.567440645,0.143321368,25.05306489,
A,"Stericycle,Inc.",SRCL,Standard  Poor\s Ratings Services,3/25/2016,Basic Industries,1.297061883,1.141054126,0.094720515,75.11628289,0.089435441,0.137615426,0.424053588,0.163304429,0.037731951,0.063312882,0.097822953,0.42189037,4.486026184,1.592576041,0.614283252,0.347752654,0.705988297,3.244069878,0.65575495,2.592576041,0.137615426,21.75772915,4.595075998,0.130723385,11.11299446,
BB,ValvolineInc.,VVV,Standard  Poor\s Ratings Services,10/4/2016,Basic Industries,1.825,1.3375,0.43,68.68584759,0.141524106,0.218247797,0.387765682,0.195438051,0.149589041,0.301754386,-0.827272727,1.056986301,5.953703704,-6.53030303,1.180821918,0.351543943,0.78778135,1.225,0.86,-5.53030303,0.222913427,11.09188034,1.555,0.161223432,6.672316384,
B,Kosmos Energy Ltd.,KOS,Fitch Ratings,4/14/2015,Energy,2.251651733,1.737717009,1.236334344,25.52491793,0.316481221,0.655084521,1,0.655084521,0.093976452,0.229108219,0.208647165,0.296941636,0.494573762,1.220206892,0.549591525,0.516884905,1,1.169809729,1.893764422,2.220206892,0.655084521,4.557753693,1.169809729,0.502511504,0,
B,Koppers HoldingsInc.,KOP,Moody\s Investors Service,6/15/2012,Basic Industries,2.508215962,1.447183099,0.317488263,38.16264865,0.023978166,0.034115277,0.131912405,0.051335369,0.050499521,0.093699804,0.389240506,2.10606268,9.890102828,6.707805907,0.870261393,0.283809524,0.568270481,2.121462207,4.160396136,7.707805907,0.034115277,8.046088576,3.733190932,0.049970758,13.08423115,
BBB,Seagate TechnologyPLC,STX,Fitch Ratings,6/15/2012,Technology,1.855327751,1.34161132,0.773029165,49.73794549,0.04657734,0.009114939,0.195606599,0.073466411,0.055392954,0.017355085,0.207470564,1.189268293,4.886859688,2.7454324,0.73300813,0.68,0.33306962,0.933481153,6.986696231,3.7454324,0.009114939,4.550891026,2.802660754,0.115212834,4.277750848,
BB,ManTech International Corporation,MANT,Moody\s Investors Service,6/15/2012,Consumer Services,1.7747382,0.295287594,0.295287594,0,0.046448375,0.075088276,0.14505422,0.079217918,0.075733181,0.157013521,0.122382505,1.630480751,60.5034679,0.615969418,0.381176408,0.381416414,0.753969867,12.61203053,8.65132623,1.615969418,0.075088276,1.933007471,16.72749943,0.077127661,8.754478605,
CCC,"Northern Oil and Gas,Inc.",NOG,Standard  Poor\s Ratings Services,4/8/2016,Energy,1.562177423,1.529114104,0.043402453,68.26732748,-3.54600347,-4.28193784,0.732148219,-4.069653149,-1.351972138,-1.740075957,4.935951955,0.381266445,0.466736636,-4.650927277,1.273903018,0.171869466,-0.169705593,-0.665812,1.080070788,-3.650927277,-4.069762548,-1.164933323,3.923335626,0.898051484,1.127917241,
B,IRSA Inversiones Y Representaciones S.A.,IRS,Standard  Poor\s Ratings Services,12/17/2010,Consumer Services,0.887234835,0.864677032,0.053051535,228.8548891,0.268972271,0.364089423,0.640833022,0.379544421,0.063183053,0.112262138,0.148119512,0.234905451,0.491460973,1.109961274,0.473474028,0.261246677,0.581793985,0.378486106,0.570859578,2.344291786,0.364089423,12.24104222,0.65055005,0.284478655,0.702237936,
AA,"Gartner,Inc.",IT,Egan-Jones Ratings Company,2/18/2016,Consumer Services,0.862110991,0.72062317,0.281812055,97.99954093,0.08119762,0.125845563,0.612087713,0.133143571,0.080763384,0.319799012,-1.326548338,0.994652101,19.89327987,-17.42512085,1.060882353,0.354783605,1,4.121082383,4.448027477,-16.42512085,0.125845563,23.23483923,4.121082383,0.159755919,2.164290634,
B,SBA Communications Corporation,SBAC,Standard  Poor\s Ratings Services,8/28/2013,Consumer Services,0.459628741,0.266021376,0.163322736,19.95510267,-0.042846545,-0.043849713,0.687130326,0.175991251,-0.00824229,-0.009480218,-0.15662276,0.19236766,0.506067225,18.00233636,0.947374892,0.022877416,0.660575939,2.57256455,0.998348582,19.00233636,-0.043849713,22.5374657,3.894426661,0.381331876,16.79915233,
BB,Xperi Holding Corporation,XPER,Standard  Poor\s Ratings Services,10/24/2016,Technology,3.919105396,2.525981536,1.286355529,22.30653208,0.216088456,0.349488567,0.997877218,0.344376168,0.047275201,0.079895616,0.110458166,0.218777077,6.680350019,1.336492807,0.572008098,0.381700931,0.908152054,2.688840547,2.297456645,2.336492807,0.349488567,22.82294342,2.960782321,0.561061776,0.073164254,
AA,Imperial Oil Limited,IMO,DBRS,10/7/2016,Energy,0.986608293,0.886943085,0.100695339,26.99404109,0.079147474,0.089347079,1,0.089347079,0.051975801,0.064705727,0.086527317,0.656695635,0.752869292,0.6647616,0.399313391,0.114157119,0.467493797,1.111373289,1.676498348,1.6647616,0.089347079,7.977219057,2.377300613,0.073663815,0,
BBB,"NVR,Inc.",NVR,Moody\s Investors Service,9/5/2012,Capital Goods,11.75776709,7.115059408,7.057419576,1.079762297,0.05670576,0.086375897,1,0.077844347,0.069327813,0.112672012,0.121979605,1.222588549,10306.31068,0.759461309,0.431644223,0.343500184,0.953230907,50.29315506,230.1949711,1.759461309,0.086375897,15.86770073,52.7607264,0.083018228,15.75834832,
BB,Kaiser Aluminum Corporation,KALU,Standard  Poor\s Ratings Services,4/28/2016,Capital Goods,2.96278795,1.29474306,0.428233904,30.60241397,-0.169983476,-0.267116891,0.198649328,-0.248509232,-0.189264859,-0.344004441,-0.30552686,1.113430926,2.809648769,0.614282025,0.380529558,0.363636364,0.602644836,5.563630022,5.958955875,1.614282025,-0.267116891,-4.729966818,9.232021394,0.114088656,14.54237288,
B,Cresud S.A.C.I.F. y A.,CRESY,Fitch Ratings,11/30/2012,Finance,0.883875245,0.842552816,0.233830106,147.5993715,-0.007458086,0.000219242,0.384389525,0.185417832,-0.002065785,0.091266963,-0.008335343,0.276985905,1.526946693,2.201516455,0.545611527,35.01754386,0.926664702,1.459801314,1.056479651,4.034952242,0.265092318,9.358310622,1.575328499,0.283634206,2.300167755,
76211,0.583682008,1.815903803,1.215483997,2.09179388,0.07874089,10.01996852,3.111118343,0.059296015,9.767638037,,,,,,,,,,,,,,,,,,,,,,
BBB,Carlisle Companies Incorporated,CSL,Moody\s Investors Service,11/15/2012,Basic Industries,2.56119847,1.264768381,0.239056524,48.54397421,0.074447567,0.109880421,0.247341158,0.116906376,0.078153472,0.133525295,0.151110117,1.049778729,5.696750903,0.933504838,0.482804501,0.329739218,0.711051657,5.526850415,1.799625678,1.933504838,0.109880421,8.778973998,7.772783261,0.133878878,10.51867539,
BBB,Owens  Minor,Inc.,OMI,Standard  Poor\s Ratings Services,7/31/2015,Health Care,1.856638231,0.704177083,0.151393066,21.95819715,0.010581149,0.017723417,0.124279107,0.020501392,0.037226406,0.101041213,0.104180981,3.518181753,46.77617384,1.798577459,0.642675604,0.402984816,0.923845592,4.009691545,2.592246764,2.798577459,0.017723417,10.7791568,4.340218301,0.027586052,12.04371602
A,OGE Energy Corp,OGE,Egan-Jones Ratings Company,9/2/2014,Public Utilities,1.231118088,1.06401535,0.009593581,28.09180221,0.161346867,0.231788349,0.548897314,0.21882516,0.041541594,0.063498799,0.121994822,0.257467621,0.351452027,1.936690914,0.659480678,0.303904326,0.211058758,0.764558233,2.114457831,2.936690914,0.231788349,11.92575898,3.62248996,0.294158412,6.178671133,
CCC,Whiting Petroleum Corporation,WLL,Moody\s Investors Service,2/11/2016,Energy,0.892261421,0.84561355,0.026763341,59.1653688,-1.082106575,-1.459673259,1,-1.459673259,-0.19485165,-0.277451064,-0.46713681,0.180066968,0.190777231,1.397397257,0.582880978,0.258636477,1,5.37873455,0.894153638,2.397397257,-1.459673259,-6.444172692,5.37873455,0.512674578,0,
B,Tronox HoldingsPLC,TROX,Moody\s Investors Service,11/6/2015,Basic Industries,2.374087591,1.131386861,0.417883212,67.57339015,-0.150568182,-0.12594697,0.056818182,-0.055871212,-0.062697161,-0.058797524,-0.318637275,0.416403785,1.145957678,4.082164329,0.803233438,-0.154135338,0.115740741,0.216326601,1.981551667,5.082164329,-0.12594697,16.09474806,1.869061835,0.102272727,12.52830189,
BBB,AllegionPLC,ALLE,Moody\s Investors Service,2/8/2016,Consumer Services,1.644151197,1.124356967,0.446656229,53.47662105,0.074416131,0.101204004,0.420240801,0.173395871,0.067343456,0.113861386,6.01171875,0.904957774,9.199733096,88.26953125,0.98879797,0.260869565,0.863035019,2.31282586,2.082377477,89.26953125,0.101204004,17.37106362,2.67987487,0.124268652,6.847515705,
BBB,Western Union Company (The),WU,Moody\s Investors Service,11/18/2013,Miscellaneous,2.422411778,2.422411778,2.422411778,0,0.144063515,0.141104294,0.416275713,0.19981956,0.078883147,0.084399115,0.722730153,0.54755812,26.40304907,8.162034942,0.890853942,0.164322251,0.816737094,1.597376931,3.724577794,9.162034942,0.141104294,4.852446358,1.95580309,0.196427283,5.063390202,
BBB,Eastman Chemical Company,EMN,Egan-Jones Ratings Company,11/10/2015,Basic Industries,1.399805447,0.647373541,0.142509728,29.96268657,0.087893864,0.117019071,0.267412935,0.14344942,0.054320671,0.083290299,0.215173814,0.618025751,1.880701754,2.961177366,0.747549805,0.243578388,0.595533499,6.460296097,3.627187079,3.961177366,0.117019071,8.103225575,10.84791386,0.16708126,4.349538462,
BB,Lamar Advertising Company,LAMR,Moody\s Investors Service,9/14/2015,Consumer Services,1.165853517,0.81408052,0.092392811,47.03373588,0.194008258,0.210306518,1,0.283011772,0.077413675,0.09035451,0.257154582,0.399022578,1.235823463,2.321823714,0.698960545,0.077497646,1,4.958909623,0.231796452,3.321823714,0.210306518,12.71065129,4.958909623,0.352927007,0,
BB,Western Digital Corporation,WDC,Standard  Poor\s Ratings Services,11/14/2016,Technology,1.810908044,1.415887178,1.172974529,41.03932584,0.01862398,0.011774665,0.264352778,0.035862706,0.007364129,0.005904372,0.021713773,0.395411113,3.70939195,1.94858681,0.660854482,-0.581699346,0.705496722,5.853556485,35.05439331,2.94858681,0.011774665,10.3882186,8.29707113,0.152608896,5.063029661,
BBB,FMC Corporation,FMC,Egan-Jones Ratings Company,11/12/2014,Basic Industries,1.5360134,0.070404104,0.057317839,0,0.076157218,0.101914456,0.340540407,0.1350769,0.057578878,0.119967348,0.200914734,0.756052804,3.085747039,2.489382555,0.713416347,0.178614824,0.46359513,1.456569187,1.008797918,3.489382555,0.101914456,12.14619789,3.14189924,0.103747183,6.142329873,
AA,Chevron Corporation,CVX,Moody\s Investors Service,4/8/2016,Energy,1.335663543,0.914147521,0.416490326,33.89660377,0.033124634,0.034966095,0.833661908,0.034966095,0.017237686,0.020205392,0.030036146,0.520388722,0.735031529,0.742469682,0.426101923,0.027261462,-0.516447368,-5.379014989,6.066381156,1.742469682,0.034966095,7.303835542,10.41541756,0.140499866,1.704202427,
BB,ON Semiconductor Corporation,ON,Standard  Poor\s Ratings Services,1/27/2016,Technology,1.526264827,0.842411038,0.49834584,44.5208536,0.058985068,0.062875451,0.341323874,0.074689628,0.053287161,0.083564612,0.128217883,0.903400868,2.74374068,1.406168387,0.584401489,0.049135578,0.424564386,0.474358974,1.4662868,2.406168387,0.062875451,6.857233177,1.117283951,0.134618685,6.818477939,
BB,PVH Corp.,PVH,Egan-Jones Ratings Company,12/14/2015,Consumer Non-Durables,2.030799384,0.95450091,0.33550329,31.25521769,0.053268941,0.047493084,0.525008494,0.047493084,0.040158071,0.041186127,0.100588869,0.753874019,11.3562078,1.504823225,0.60077023,-0.121359223,0.675833228,6.490550395,8.007000009,2.504823225,0.047493084,18.47867627,9.603775205,0.095750619,6.924641783,
BB,Amkor Technology,Inc.,AMKR,Standard  Poor\s Ratings Services,5/28/2015,Technology,1.709913073,1.316476113,0.642238685,54.78114135,0.041664323,0.043483179,0.176652053,0.070766655,0.035865605,0.046366807,0.116808737,0.860822934,1.418297774,2.256845557,0.69295443,0.248717647,-0.109480395,-0.291322439,1.961887218,3.256845557,0.043483179,3.589302342,2.660955312,0.196172159,8.337894992
BB,Spirit Aerosystems Holdings,Inc.,SPR,Standard  Poor\s Ratings Services,4/22/2015,Capital Goods,2.42461074,0.823562123,0.300206546,32.51029533,0.052770914,0.038592776,0.160048241,0.052064949,0.069498518,0.067214836,0.221276596,1.316985298,3.812065486,2.183903793,0.685920158,-0.365472561,0.391039823,1.01,3.079285714,3.183903793,0.038592776,12.79812037,2.582857143,0.053182727,9.343913613
BB,Williams Companies,Inc. (The),WMB,Standard  Poor\s Ratings Services,6/22/2015,Public Utilities,0.736268017,0.563303467,0.093494351,46.45541443,0.276810266,0.469294225,0.804635328,0.205447165,0.041809228,0.074672889,0.240856785,0.151039298,0.271963249,4.760852227,0.826414572,0.348493304,-0.905910165,-2.663608244,0.6589511,5.760852227,0.469294225,19.01697432,2.94025649,0.276941207,1.724855491
B,Atkore International GroupInc.,ATKR,Standard  Poor\s Ratings Services,12/7/2016,Miscellaneous,2.845988224,1.915658474,0.977819765,46.02441013,0.038595653,0.056965939,0.242015145,0.083313203,0.050487391,0.090420799,0.228559433,1.308110819,7.515757899,3.527059702,0.779106072,0.322478423,0.892560295,2.237557213,3.205181961,4.527059702,0.056965939,8.730911541,2.506897545,0.102827652,10.11849139,
BB,Rent-A-CenterInc.,RCII,Standard  Poor\s Ratings Services,10/26/2011,Technology,0.868857228,0.843500111,0.545051123,6.106711091,0.057122307,0.08901236,0.712139128,0.101713492,0.058770005,0.097185172,0.121127067,1.02884509,10.02077039,1.061035499,0.514806999,0.358265445,0.536992457,2.515460548,1.439252795,2.061035499,0.08901236,2.372947106,4.684349873,0.099447502,7.89678672,
BBB,JetBlue Airways Corporation,JBLU,Moody\s Investors Service,7/15/2015,Transportation,0.603516484,0.385054945,0.13978022,0,0.105517456,0.170978803,1,0.189526185,0.07817552,0.171808927,0.210903427,0.740877598,0.964521948,1.697819315,0.629330254,0.382862352,0.476220275,2.415106315,2.780069819,2.697819315,0.170978803,5.278527226,5.071405903,0.249064838,6.575609756,
